26,17,1
26,30,1
26,47,1
26,23,1
26,37,1
26,11,1
26,4,1
26,15,1
26,12,1
26,16,1
26,6,1
26,10,1
26,19,1
26,14,1
1,49,1
1,31,1
1,17,1
1,30,1
1,47,1
1,23,1
1,37,1
1,11,1
1,4,1
1,15,1
1,12,1
1,16,1
1,6,1
1,10,1
1,19,1
1,14,1
49,31,1
49,17,1
49,30,1
49,47,1
49,23,1
49,37,1
49,11,1
49,4,1
49,15,1
49,12,1
49,16,1
49,6,1
49,10,1
49,19,1
49,14,1
31,17,1
31,30,1
31,47,1
31,23,1
31,37,1
31,11,1
31,4,1
31,15,1
31,12,1
31,16,1
31,6,1
31,10,1
31,19,1
31,14,1
17,30,1
17,47,1
17,23,1
17,37,1
17,11,1
17,4,1
17,15,1
17,12,1
17,16,1
17,6,1
17,10,1
17,19,1
17,14,1
30,47,1
30,23,1
30,37,1
30,11,1
30,4,1
30,15,1
30,12,1
30,16,1
30,6,1
30,10,1
30,19,1
30,14,1
47,23,1
47,37,1
47,11,1
47,4,1
47,15,1
47,12,1
47,16,1
47,6,1
47,10,1
47,19,1
47,14,1
23,37,1
23,11,1
23,4,1
23,15,1
23,12,1
23,16,1
23,6,1
23,10,1
23,19,1
23,14,1
37,11,1
37,4,1
37,15,1
37,12,1
37,16,1
37,6,1
37,10,1
37,19,1
37,14,1
11,4,1
11,15,1
11,12,1
11,16,1
11,6,1
11,10,1
11,19,1
11,14,1
4,15,1
4,12,1
4,16,1
4,6,1
4,10,1
4,19,1
4,14,1
15,12,1
15,16,1
15,6,1
15,10,1
15,19,1
15,14,1
12,16,1
12,6,1
12,10,1
12,19,1
12,14,1
16,6,1
16,10,1
16,19,1
16,14,1
6,10,1
6,19,1
6,14,1
10,19,1
10,14,1
19,14,1
42,43,1
42,27,1
42,14,1
42,38,1
42,7,1
42,46,1
42,19,1
42,33,1
42,26,1
42,8,1
42,34,1
42,30,1
42,16,1
42,32,1
42,17,1
8,1,1
1,47,1
47,28,1
28,16,1
16,18,1
18,9,1
9,48,1
48,31,1
31,27,1
27,7,1
7,34,1
34,26,1
26,43,1
43,24,1
24,44,1
44,23,1
23,29,1
17,6,1
17,24,1
17,22,1
17,3,1
39,6,1
39,24,1
39,22,1
39,3,1
43,6,1
43,24,1
43,22,1
43,3,1
32,6,1
32,24,1
32,22,1
32,3,1
15,6,1
15,24,1
15,22,1
15,3,1
10,6,1
10,24,1
10,22,1
10,3,1
29,6,1
29,24,1
29,22,1
29,3,1
30,6,1
30,24,1
30,22,1
30,3,1
45,6,1
45,24,1
45,22,1
45,3,1
23,6,1
23,24,1
23,22,1
23,3,1
31,6,1
31,24,1
31,22,1
31,3,1
12,6,1
12,24,1
12,22,1
12,3,1
26,6,1
26,24,1
26,22,1
26,3,1
11,6,1
11,24,1
11,22,1
11,3,1
10,42,1
10,49,1
10,4,1
10,13,1
10,28,1
10,27,1
10,11,1
10,3,1
10,19,1
10,25,1
42,49,1
42,4,1
42,13,1
42,28,1
42,27,1
42,11,1
42,3,1
42,19,1
42,25,1
49,4,1
49,13,1
49,28,1
49,27,1
49,11,1
49,3,1
49,19,1
49,25,1
4,13,1
4,28,1
4,27,1
4,11,1
4,3,1
4,19,1
4,25,1
13,28,1
13,27,1
13,11,1
13,3,1
13,19,1
13,25,1
28,27,1
28,11,1
28,3,1
28,19,1
28,25,1
27,11,1
27,3,1
27,19,1
27,25,1
11,3,1
11,19,1
11,25,1
3,19,1
3,25,1
19,25,1
34,3,1
34,37,1
34,4,1
34,10,1
34,33,1
34,21,1
34,18,1
34,8,1
34,41,1
34,16,1
34,44,1
34,46,1
34,5,1
10,5,1
5,43,1
43,23,1
23,19,1
19,47,1
47,27,1
27,33,1
33,42,1
42,35,1
31,6,1
31,30,1
31,13,1
31,24,1
31,14,1
31,7,1
31,49,1
31,32,1
31,39,1
31,42,1
31,15,1
31,40,1
31,45,1
31,19,1
31,18,1
31,20,1
48,6,1
48,30,1
48,13,1
48,24,1
48,14,1
48,7,1
48,49,1
48,32,1
48,39,1
48,42,1
48,15,1
48,40,1
48,45,1
48,19,1
48,18,1
48,20,1
44,5,1
44,29,1
44,31,1
44,28,1
44,16,1
44,25,1
5,29,1
5,31,1
5,28,1
5,16,1
5,25,1
29,31,1
29,28,1
29,16,1
29,25,1
31,28,1
31,16,1
31,25,1
28,16,1
28,25,1
16,25,1
30,34,1
30,11,1
30,6,1
30,10,1
30,38,1
30,15,1
28,33,1
33,32,1
32,18,1
18,40,1
40,13,1
13,24,1
24,8,1
8,16,1
16,14,1
14,6,1
6,43,1
43,42,1
25,20,1
25,23,1
25,7,1
25,21,1
25,34,1
25,40,1
3,20,1
3,23,1
3,7,1
3,21,1
3,34,1
3,40,1
44,29,1
44,23,1
44,7,1
44,48,1
44,6,1
44,27,1
44,43,1
44,47,1
44,38,1
44,20,1
44,16,1
44,41,1
44,17,1
29,23,1
29,7,1
29,48,1
29,6,1
29,27,1
29,43,1
29,47,1
29,38,1
29,20,1
29,16,1
29,41,1
29,17,1
23,7,1
23,48,1
23,6,1
23,27,1
23,43,1
23,47,1
23,38,1
23,20,1
23,16,1
23,41,1
23,17,1
7,48,1
7,6,1
7,27,1
7,43,1
7,47,1
7,38,1
7,20,1
7,16,1
7,41,1
7,17,1
48,6,1
48,27,1
48,43,1
48,47,1
48,38,1
48,20,1
48,16,1
48,41,1
48,17,1
6,27,1
6,43,1
6,47,1
6,38,1
6,20,1
6,16,1
6,41,1
6,17,1
27,43,1
27,47,1
27,38,1
27,20,1
27,16,1
27,41,1
27,17,1
43,47,1
43,38,1
43,20,1
43,16,1
43,41,1
43,17,1
47,38,1
47,20,1
47,16,1
47,41,1
47,17,1
38,20,1
38,16,1
38,41,1
38,17,1
20,16,1
20,41,1
20,17,1
16,41,1
16,17,1
41,17,1
30,15,1
30,22,1
30,12,1
30,34,1
30,7,1
30,49,1
30,8,1
30,25,1
30,13,1
30,20,1
30,16,1
30,43,1
9,19,1
19,33,1
33,40,1
40,34,1
34,48,1
48,12,1
33,23,1
33,34,1
33,15,1
33,48,1
33,20,1
33,3,1
14,23,1
14,34,1
14,15,1
14,48,1
14,20,1
14,3,1
26,23,1
26,34,1
26,15,1
26,48,1
26,20,1
26,3,1
18,23,1
18,34,1
18,15,1
18,48,1
18,20,1
18,3,1
24,23,1
24,34,1
24,15,1
24,48,1
24,20,1
24,3,1
36,23,1
36,34,1
36,15,1
36,48,1
36,20,1
36,3,1
9,23,1
9,34,1
9,15,1
9,48,1
9,20,1
9,3,1
8,23,1
8,34,1
8,15,1
8,48,1
8,20,1
8,3,1
10,44,1
10,13,1
10,31,1
10,5,1
10,1,1
10,4,1
10,34,1
10,28,1
10,45,1
10,32,1
10,33,1
10,19,1
10,8,1
10,20,1
44,13,1
44,31,1
44,5,1
44,1,1
44,4,1
44,34,1
44,28,1
44,45,1
44,32,1
44,33,1
44,19,1
44,8,1
44,20,1
13,31,1
13,5,1
13,1,1
13,4,1
13,34,1
13,28,1
13,45,1
13,32,1
13,33,1
13,19,1
13,8,1
13,20,1
31,5,1
31,1,1
31,4,1
31,34,1
31,28,1
31,45,1
31,32,1
31,33,1
31,19,1
31,8,1
31,20,1
5,1,1
5,4,1
5,34,1
5,28,1
5,45,1
5,32,1
5,33,1
5,19,1
5,8,1
5,20,1
1,4,1
1,34,1
1,28,1
1,45,1
1,32,1
1,33,1
1,19,1
1,8,1
1,20,1
4,34,1
4,28,1
4,45,1
4,32,1
4,33,1
4,19,1
4,8,1
4,20,1
34,28,1
34,45,1
34,32,1
34,33,1
34,19,1
34,8,1
34,20,1
28,45,1
28,32,1
28,33,1
28,19,1
28,8,1
28,20,1
45,32,1
45,33,1
45,19,1
45,8,1
45,20,1
32,33,1
32,19,1
32,8,1
32,20,1
33,19,1
33,8,1
33,20,1
19,8,1
19,20,1
8,20,1
24,35,1
24,13,1
24,16,1
24,12,1
24,47,1
24,5,1
24,36,1
24,42,1
24,9,1
24,43,1
24,37,1
24,23,1
24,38,1
24,1,1
24,19,1
27,38,1
38,6,1
6,30,1
30,32,1
32,3,1
3,23,1
23,37,1
37,47,1
47,5,1
5,25,1
25,2,1
2,24,1
24,22,1
22,45,1
14,16,1
14,29,1
32,16,1
32,29,1
26,16,1
26,29,1
17,16,1
17,29,1
3,16,1
3,29,1
41,16,1
41,29,1
13,16,1
13,29,1
19,16,1
19,29,1
42,16,1
42,29,1
5,16,1
5,29,1
37,16,1
37,29,1
21,16,1
21,29,1
48,16,1
48,29,1
27,16,1
27,29,1
47,16,1
47,29,1
43,16,1
43,29,1
18,16,1
18,29,1
12,33,1
12,24,1
12,34,1
12,10,1
12,30,1
12,15,1
12,28,1
12,13,1
12,2,1
12,16,1
33,24,1
33,34,1
33,10,1
33,30,1
33,15,1
33,28,1
33,13,1
33,2,1
33,16,1
24,34,1
24,10,1
24,30,1
24,15,1
24,28,1
24,13,1
24,2,1
24,16,1
34,10,1
34,30,1
34,15,1
34,28,1
34,13,1
34,2,1
34,16,1
10,30,1
10,15,1
10,28,1
10,13,1
10,2,1
10,16,1
30,15,1
30,28,1
30,13,1
30,2,1
30,16,1
15,28,1
15,13,1
15,2,1
15,16,1
28,13,1
28,2,1
28,16,1
13,2,1
13,16,1
2,16,1
3,11,1
3,9,1
3,13,1
3,15,1
48,36,1
36,33,1
33,44,1
44,38,1
38,42,1
42,14,1
14,21,1
21,18,1
18,32,1
32,41,1
41,28,1
28,47,1
17,45,1
17,9,1
17,7,1
17,8,1
17,47,1
16,45,1
16,9,1
16,7,1
16,8,1
16,47,1
20,45,1
20,9,1
20,7,1
20,8,1
20,47,1
35,45,1
35,9,1
35,7,1
35,8,1
35,47,1
31,45,1
31,9,1
31,7,1
31,8,1
31,47,1
26,45,1
26,9,1
26,7,1
26,8,1
26,47,1
13,6,1
13,2,1
13,32,1
13,9,1
13,11,1
13,47,1
13,45,1
13,46,1
6,2,1
6,32,1
6,9,1
6,11,1
6,47,1
6,45,1
6,46,1
2,32,1
2,9,1
2,11,1
2,47,1
2,45,1
2,46,1
32,9,1
32,11,1
32,47,1
32,45,1
32,46,1
9,11,1
9,47,1
9,45,1
9,46,1
11,47,1
11,45,1
11,46,1
47,45,1
47,46,1
45,46,1
32,36,1
32,24,1
32,16,1
32,28,1
11,3,1
3,35,1
35,43,1
43,20,1
10,41,1
10,12,1
26,41,1
26,12,1
34,41,1
34,12,1
43,3,1
43,19,1
43,13,1
43,2,1
43,24,1
3,19,1
3,13,1
3,2,1
3,24,1
19,13,1
19,2,1
19,24,1
13,2,1
13,24,1
2,24,1
23,43,1
23,19,1
23,18,1
23,16,1
23,12,1
23,37,1
9,25,1
25,26,1
26,41,1
41,17,1
17,27,1
27,46,1
46,34,1
34,18,1
18,3,1
3,39,1
39,11,1
11,8,1
8,38,1
15,28,1
15,24,1
15,12,1
15,5,1
15,29,1
15,1,1
15,22,1
7,28,1
7,24,1
7,12,1
7,5,1
7,29,1
7,1,1
7,22,1
3,28,1
3,24,1
3,12,1
3,5,1
3,29,1
3,1,1
3,22,1
43,28,1
43,24,1
43,12,1
43,5,1
43,29,1
43,1,1
43,22,1
47,28,1
47,24,1
47,12,1
47,5,1
47,29,1
47,1,1
47,22,1
2,28,1
2,24,1
2,12,1
2,5,1
2,29,1
2,1,1
2,22,1
18,28,1
18,24,1
18,12,1
18,5,1
18,29,1
18,1,1
18,22,1
21,28,1
21,24,1
21,12,1
21,5,1
21,29,1
21,1,1
21,22,1
26,28,1
26,24,1
26,12,1
26,5,1
26,29,1
26,1,1
26,22,1
9,28,1
9,24,1
9,12,1
9,5,1
9,29,1
9,1,1
9,22,1
14,28,1
14,24,1
14,12,1
14,5,1
14,29,1
14,1,1
14,22,1
5,29,1
5,4,1
5,37,1
5,22,1
5,49,1
5,41,1
5,19,1
5,48,1
5,28,1
5,26,1
5,45,1
5,32,1
5,47,1
5,33,1
5,39,1
5,30,1
29,4,1
29,37,1
29,22,1
29,49,1
29,41,1
29,19,1
29,48,1
29,28,1
29,26,1
29,45,1
29,32,1
29,47,1
29,33,1
29,39,1
29,30,1
4,37,1
4,22,1
4,49,1
4,41,1
4,19,1
4,48,1
4,28,1
4,26,1
4,45,1
4,32,1
4,47,1
4,33,1
4,39,1
4,30,1
37,22,1
37,49,1
37,41,1
37,19,1
37,48,1
37,28,1
37,26,1
37,45,1
37,32,1
37,47,1
37,33,1
37,39,1
37,30,1
22,49,1
22,41,1
22,19,1
22,48,1
22,28,1
22,26,1
22,45,1
22,32,1
22,47,1
22,33,1
22,39,1
22,30,1
49,41,1
49,19,1
49,48,1
49,28,1
49,26,1
49,45,1
49,32,1
49,47,1
49,33,1
49,39,1
49,30,1
41,19,1
41,48,1
41,28,1
41,26,1
41,45,1
41,32,1
41,47,1
41,33,1
41,39,1
41,30,1
19,48,1
19,28,1
19,26,1
19,45,1
19,32,1
19,47,1
19,33,1
19,39,1
19,30,1
48,28,1
48,26,1
48,45,1
48,32,1
48,47,1
48,33,1
48,39,1
48,30,1
28,26,1
28,45,1
28,32,1
28,47,1
28,33,1
28,39,1
28,30,1
26,45,1
26,32,1
26,47,1
26,33,1
26,39,1
26,30,1
45,32,1
45,47,1
45,33,1
45,39,1
45,30,1
32,47,1
32,33,1
32,39,1
32,30,1
47,33,1
47,39,1
47,30,1
33,39,1
33,30,1
39,30,1
18,36,1
18,38,1
18,46,1
18,1,1
18,47,1
18,19,1
18,37,1
18,5,1
18,20,1
18,49,1
18,28,1
18,9,1
18,42,1
18,10,1
18,11,1
18,31,1
18,6,1
18,25,1
18,22,1
31,29,1
29,39,1
39,10,1
10,3,1
3,30,1
30,9,1
9,47,1
47,24,1
24,36,1
36,11,1
11,44,1
44,43,1
43,16,1
16,46,1
46,42,1
42,18,1
48,28,1
48,43,1
48,46,1
48,27,1
48,34,1
48,18,1
48,31,1
48,38,1
39,28,1
39,43,1
39,46,1
39,27,1
39,34,1
39,18,1
39,31,1
39,38,1
24,28,1
24,43,1
24,46,1
24,27,1
24,34,1
24,18,1
24,31,1
24,38,1
40,28,1
40,43,1
40,46,1
40,27,1
40,34,1
40,18,1
40,31,1
40,38,1
2,28,1
2,43,1
2,46,1
2,27,1
2,34,1
2,18,1
2,31,1
2,38,1
16,28,1
16,43,1
16,46,1
16,27,1
16,34,1
16,18,1
16,31,1
16,38,1
4,28,1
4,43,1
4,46,1
4,27,1
4,34,1
4,18,1
4,31,1
4,38,1
20,28,1
20,43,1
20,46,1
20,27,1
20,34,1
20,18,1
20,31,1
20,38,1
26,28,1
26,43,1
26,46,1
26,27,1
26,34,1
26,18,1
26,31,1
26,38,1
